penthouse,6.9,1.65,6.2,2.4
profit,7.8,1.47,7.4,1.55
people,6.88,1.69,5.12,1.72
progress,7.45,1.36,6.05,2.37
perfection,8,1.76,5,3.05
promotion,8,1.6,5.67,2.96
perfume,6.21,1.44,5.21,2.42
protected,6.25,1.97,4.1,2
person,6.58,1.44,3.58,1.78
proud,8.08,1.08,5.91,2.59
pervert,4.15,2.61,6.21,2.91
pungent,4.38,2.11,4.19,2.2
pest,3.79,2.08,5.31,2.32
punishment,2.4,1.5,5.8,2.54
pet,5.86,2.62,5.05,2.63
puppy,7.3,2.41,6.1,2.69
phase,5.19,0.4,3.57,1.86
pus,2.84,2.15,4.92,2.29
pie,6.45,1.54,4.7,2.18
putrid,2.86,1.83,5.46,2.37
pig,5.1,2.14,4.71,2.31
python,5.39,2.38,5.56,2.36
pillow,7.88,1.17,3.62,2.96
quality,6.39,1.72,4.5,1.92
